mod_folder,name,title,manufacturer,description,TechRequired,category,size_class,size_m,size_source,is_hidden,hidden_reason
SquadExpansion,rocketNoseConeSize4,Protective Rocket Nose Cone Mk16A,Goliath National Products,An immense nosecone for massive 5m rocket stacks.,metaMaterials,Aero,Huge,5,bulkheadProfiles,FALSE,
SquadExpansion,EnginePlate4,EP-50 Engine Plate,FLOOYD Dynamics Research Labs,Inspired by an upside down birthday cake. Now with added shrouds for windy days. For clustering the largest engines on the largest tanks.,metaMaterials,Coupling,Huge,5,bulkheadProfiles,FALSE,
SquadExpansion,fairingSize4,AE-FF5 Airstream Protective Shell (5m),FLOOYD Dynamics Research Labs,"While the Kerbals at Mission Control were still figuring out how to get their rockets back down to Kerbin safely, the research engineers at FLOOYD were quickly realising that protecting parts on ascent was just as important. Heavy research into two-dimensional-input driven procedural construction was then funded with the hopes of making protective shells for important payloads and interstage areas of the crafts. The protective shells also have the benefit of making the craft more aerodynamic, hopefully saving on precious rocket fuel!",metaMaterials,Payload,Huge,5,bulkheadProfiles,FALSE,
SquadExpansion,Tube4,T-50 Structural Tube,Rokea Inc,Stacking enough of these could make a revolutionary snack delivery system.,metaMaterials,Structural,Huge,5,bulkheadProfiles,FALSE,
SquadExpansion,flagPartSize4,RFP-4 Flag (5m),Rokea Inc,"A huge flag that can be applied to size 4 tanks and other parts with the same curvature to show pride in your mission. Or use a different mission flag, if you really want to go that way.",metaMaterials,Utility,Radial,,attachRules/bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-expandable-centrifuge-375-1,PXL-E 'Mercury' Extensible Centrifuge,Kerbalmax Industries,"A truly enormous centrifuge of 25m diameter when fully deployed. Allows a spin gravity of up to 0.6g at a comfortably slow rotation rate and space for up to 14 brave Kerbals. A fully integrated living solution, the Mercury has a well-appointed kitchen, exercise equipment and a medical facility. With ten individual cabins, crew rotations are less arduous.",metaMaterials,Utility,XL,3.75,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-expandable-centrifuge-375-2,PXL-F 'Pilgrim' Extensible Centrifuge,Kerbalmax Industries,"A somewhat compact centrifuge with an innovative ""multi-gravity"" design. Each of the decks has a different spin gravity, increasing the challenge level for crew! Every arm has a similar configuration, with exercise areas, kitchen facility and sleeping zones. Holds up to 10 Kerbals.",metaMaterials,Utility,XL,3.75,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-expandable-centrifuge-5-1,SDV-X 'Cronus' Extensible Centrifuge,Kerbalmax Industries,"A very large contiguous ring centrifuge for deep space missions. Includes integrated lab facilities in one of three habitation areas, as well as luxurious accomodations and storage. Holds up to 16 Kerbals.",metaMaterials,Utility,Huge,5,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-hub-125-1,PAS-MULT Multi-Point Station Connector,Kerbalmax Industries,"White painted six-way station hubs match other Kerbalmax parts perfectly. Can be modified with a great number of variants, from a basic 6-way mount to angled 45 and 30 degree mounts. Available now at any reputable parts dealer.",metaMaterials,Structural,Small,1.25,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-hub-1875-1,PMA-MULT Multi-Point Station Connector,Kerbalmax Industries,"If you want to connect modules in all sorts of orientations and directions, you need this part! Buy one today and get a can of pressurized air practically free.",metaMaterials,Structural,Medium,1.875,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-hub-25-1,PPD-MULT Multi-Point Station Connector,Kerbalmax Industries,"Sometimes, you just need a little more hub. This hub provides, in spades! Any connection is possible, from class 6-way to angled 45 and 30 degree mounts. Order today!",metaMaterials,Structural,Radial,,attachRules/bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-core-375-1,PXL-10 'Harbour' Station Control Centre,Kerbalmax Industries,An extra-large control centre for large structures or spacecraft. Houses up to five Kerbals and functions as a fully-equipped probe control centre. Well shielded for deep-space operations - just don't bring the fleet out of hyperspace too close to the planet.,metaMaterials,Pods,XL,3.75,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-habitation-375-3,PXL-3 'Asylum' Storm Cellar Module,Kerbalmax Industries,"In case of a solar flare, it could be useful to provide a module with extra shielding, in which the crew can hunker down. The main shielding is provided by radial fuel tanks between the hull and the shelter. Six Kerbals can hide here in cramped conditions, with three bunks for long waits. Has integrated EVA rails.",metaMaterials,Utility,XL,3.75,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-core-5-1,SDV-3 'Minerva' Deep Space Control Module,Kerbalmax Industries,The ultimate in station control. Contains useful heat-leaching observation windows for surveying your domain and planning conquest of nearby fiefdoms. Two independantly openable hatches expose a cargo closet and a fully featured airlock. Topping it all off is a small observation seat for one lonely kerbal to stare at the stars in solitude.,metaMaterials,Pods,Huge,5,bulkheadProfiles,FALSE,
Squad,evaScienceKit,EVA Experiments Kit,Probodobodyne Inc,"Probodobodyne has meticulously curated and assembled this case full of various devices useful for science experiments.\n\nDespite observations to the contrary, we feel that the inability of our astronauts to find a good use for the collapsible top hat and magic wand is more to do with a lack of creativity... rather than a case of them being left over from prior use.",miniaturization,Cargo,,,,FALSE,
Squad,Separator_0,TS-06 Stack Separator,O.M.B. Demolition Enterprises,"The TS-06 is a utility for slicing a rocket into two halves, but in a more compact size. The manual says the explosive content is just enough to eject anything attached to the unit in a safe, controlled manner. The delivery guy did have a full bomb suit on though, so try not to drop it.",miniaturization,Coupling,Tiny,0.625,bulkheadProfiles,FALSE,
Squad,adapterSmallMiniShort,FL-A5 Adapter,Jebediah Kerman's Junkyard and Spacecraft Parts Co,A small parts adapter for FL-T based fuselages.,miniaturization,Structural,Small,1.25,bulkheadProfiles,FALSE,
Squad,adapterSmallMiniTall,FL-A10 Adapter,Jebediah Kerman's Junkyard and Spacecraft Parts Co,A small parts adapter for FL-T based fuselages.,miniaturization,Structural,Small,1.25,bulkheadProfiles,FALSE,
Squad,dockingPort3,Clamp-O-Tron Docking Port Jr.,,"Originally marketed as a child-size version of the normal Clamp-O-Tron, the Clamp-O-Tron Jr. soon found use among hobbyists and professional space agencies alike for its compact profile, lightweight structure, and all-round cuteness. As a result of its small size, kerbals need to hold their breath and wiggle to slip through.",miniaturization,Coupling,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,adapterSmallMiniShort,FL-A5 Adapter,Jebediah Kerman's Junkyard and Spacecraft Parts Co,A small parts adapter for FL-T based fuselages.,miniaturization,Structural,Small,1.25,bulkheadProfiles,FALSE,
Squad,adapterSmallMiniTall,FL-A10 Adapter,Jebediah Kerman's Junkyard and Spacecraft Parts Co,A small parts adapter for FL-T based fuselages.,miniaturization,Structural,Small,1.25,bulkheadProfiles,FALSE,
Squad,stackSeparatorMini,TR-2C Stack Separator,O.M.B. Demolition Enterprises,"Similarly to the TR-18D, the TR-2C is a utility for slicing a rocket into two halves, but now in a more compact size. The manual says the explosive content is just enough to eject anything attached to the unit in a safe, controlled manner. The delivery guy did have a full bomb suit on though, so try not to drop it.",miniaturization,none,Tiny,0.625,bulkheadProfiles,TRUE,category=none
Squad,dockingPort3,Clamp-O-Tron Docking Port Jr.,,"Originally marketed as a child-size version of the normal Clamp-O-Tron, the Clamp-O-Tron Jr. soon found use among hobbyists and professional space agencies alike for its compact profile, lightweight structure, and all-round cuteness. As a result of its small size, kerbals need to hold their breath and wiggle to slip through.",miniaturization,Coupling,Radial,,attachRules/bulkheadProfiles,FALSE,
SquadExpansion,DeployedGoExOb,Go-ob ED Monitor,FLOOYD Dynamics Research Labs,"""What would happen if you left some Mystery Goo sitting around in the weird radiation and/or atmosphere of some faraway planet?"" is a thought that has occurred to nearly every Kerbal. And now, you can find out thanks to the intrepid engineers at FLOOYD.\n\nNote: Please allow trained Scientists to deploy for best results.\nAlso Note: Please do not return to Kerbin. Ever! <color=orange>Needs a deployed power unit & central station to operate.</color>",miniaturization,Cargo,,,,FALSE,
ReStockPlus,restock-adapter-hollow-25-375-1,Kerbodyne ADTP-2-3A,Kerbodyne,"A gutted version of the other Kerbodyne adapter, which allows the storage of spacecraft components in its core.",nanolathing,Structural,XL,3.75,bulkheadProfiles,FALSE,
ReStockPlus,restock-adapter-skeletal-25-375-1,Kerbodyne SKLE-2-3,Kerbodyne,A structural adapter for upper stages.,nanolathing,Structural,XL,3.75,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-adapter-25-375-1,PXL-2A Conical Adapter,Kerbalmax Industries,This bukly adapter provides a different slope for your connection needs. Integrated EVA cabling help the discerning Kerbalnaut with his activities.,nanolathing,Structural,XL,3.75,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-adapter-25-375-2,PXL-PPD Flat Adapter,Kerbalmax Industries,The ability to connect PPD parts seamlessly to PXL parts will change everything... again.,nanolathing,Structural,XL,3.75,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-habitation-375-1,PXL-1 'Hostel' Deep-Space Habitation Module,Kerbalmax Industries,"A larger rigid-hulled habitat, the Hostel has space for up to twelve Kerbals with individual cabins. Designed for deep space, it has adequate radiation protection and contains a full suite of hygiene and exercise equipment. Has integrated EVA rails.",nanolathing,Utility,XL,3.75,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-habitation-375-2,PXL-2 'Shelter' Deep-Space Habitation Module,Kerbalmax Industries,"A six-Kerbal module, the rigid-shelled Shelter has space for six Kerbals who can sleep in nicely furnished if somewhat cramped sleeping cells. Tough outer walls give radiation protection and peace of mind. Has integrated EVA rails.",nanolathing,Utility,XL,3.75,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-adapter-375-5-1,SDV-4 Adapter,Post-Kerbin Mining Corporation,"A larger 5m to 3.75m adapter with structural truss members and tiny, useless crew windows.",nanolathing,Structural,Huge,5,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-adapter-375-5-2,SDV-6 Flat Adapter,Post-Kerbin Mining Corporation,A really flat 5m to 3.75m adapter useful to adapt stations to other stations.,nanolathing,Structural,Huge,5,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-habitation-5-1,SDV-2 'Atlas' Deep Space Habitation Module,Post-Kerbin Mining Corporation,"The Atlas has all the facilities to make life comfortable for up to fourteen kerbals. What it lacks in windows it makes up in sheer volume, including semi-private cabins. An observation deck includes mess and exercise facilities. Surrounding the central core are integrated liquids storage tanks for fuel and sundries. Can be configured with a bare shell or supply bags for additional radiation protection.",nanolathing,Utility,Huge,5,bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-habitation-5-2,SDV-2B 'Titan' Compact Deep Space Habitation Module,Post-Kerbin Mining Corporation,An Atlas upper module with the crew cabins removed and the interior refitted with different fixtures. Useful for shorter trips - seats six.,nanolathing,Utility,Huge,5,bulkheadProfiles,FALSE,
ReStockPlus,restock-engine-cherenkov,LV-N410 'Cherenkov' Atomic Rocket Motor,Rockomax Conglomerate,"By popular demand, Rockomax has brought a powerful large nuclear engine to market. Like its smaller cousin the Nerv, it runs on only Liquid Fuel. As a result of a large development budget, gimballing mechanisms have been installed on the turbopump exhaust ducts, allowing limited vectored thrust abilities.",nuclearPropulsion,Engine,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,nuclearEngine,"LV-N ""Nerv"" Atomic Rocket Motor",Jebediah Kerman's Junkyard and Spacecraft Parts Co,"Despite the big scary trefoil painted onto the side of this engine, its radioactive exhaust, and tendency to overheat, the LV-N Atomic Rocket Motor is harmless. Mostly. Note that the LV-N is the only LV series engine to run solely on Liquid Fuel - the future is glowing bright!",nuclearPropulsion,Engine,Small,1.25,bulkheadProfiles,FALSE,
ReStockPlus,restock-antenna-stack-2,Communotron DTS-J1,Ionic Symphonic Protonic Electronics,"A fixed mount version of the popular DTS-M1 antenna. this version is a more traditional dish, giving it better efficiency at the expense of higher mass.",precisionEngineering,Communication,Radial,,attachRules/bulkheadProfiles,FALSE,
SCANsat,scansat-recon-ikonos-1,VS-1 High Resolution Imager,SCAN: Scientific Committee on Advanced Navigation,This entry-level observation telescope produces beautiful high detail colour images - from a low orbit only. Uses a small amount of power and functions only in lit situations.,precisionEngineering,Science,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,probeCoreHex,Probodobodyne HECS,Probodobodyne Inc,"The HECS core capabilities go far beyond its sleek, 6-sided futuristic casing. This probe core provides advanced guidance assistance technology, and comes fitted with internal reaction wheels and decently-sized batteries. Despite concerns that one day, autonomous spacecraft cores could become self-aware and turn against their creators, or even become very stubborn against opening pod bay doors, Probodobodyne insists that these unmanned AI-driven devices are the way of the future.",precisionEngineering,none,Tiny,0.625,bulkheadProfiles,TRUE,category=none
Squad,probeCoreHex_v2,Probodobodyne HECS,Probodobodyne Inc,"The HECS core capabilities go far beyond its sleek, 6-sided futuristic casing. This probe core provides advanced guidance assistance technology, and comes fitted with internal reaction wheels and decently-sized batteries. Despite concerns that one day, autonomous spacecraft cores could become self-aware and turn against their creators, or even become very stubborn against opening pod bay doors, Probodobodyne insists that these unmanned AI-driven devices are the way of the future.",precisionEngineering,Pods,Tiny,0.625,bulkheadProfiles,FALSE,
Squad,Decoupler_0,TD-06 Decoupler,O.M.B. Demolition Enterprises,The TD-06 Stack Decoupler is a miniature detachment device for small rockets,precisionEngineering,Coupling,Tiny,0.625,bulkheadProfiles,FALSE,
Squad,structuralMiniNode,The Not-Rockomax Micronode,Dinkelstein Kerman's Construction Emporium,Dinkelstein Kerman's Construction Emporium vehemently denies any and all accusations of industrial espionage arising from similarities between this product and a product-which-will-not-be-named from Rockomax Brand.,precisionEngineering,Structural,Tiny,0.625,bulkheadProfiles,FALSE,
Squad,strutCube,Cubic Octagonal Strut,StrutCo,"Now, with advances in technology, StrutCo brings you the Cubic Octagonal Strut - it's like a regular Octagonal Strut, but in the shape of a cube!",precisionEngineering,Structural,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,strutOcto,Octagonal Strut,StrutCo,StrutCo presents: Octagonal struts! Use them to mount stop signs or octopi.,precisionEngineering,Structural,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,mediumDishAntenna,Communotron DTS-M1,Ionic Symphonic Protonic Electronics,The Communotron DTS-M1 is a fully deployable communications and data transmission system. It has been designed to have a minimal form factor when stowed. Occasional antenna tweaking and swift kicks to the main assembly may be required for optimal performance.,precisionEngineering,Communication,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,RelayAntenna5,RA-2 Relay Antenna,Ionic Symphonic Protonic Electronics,A relay antenna with automatic store and forward capabilities as well as advanced pathfinding algorithms.,precisionEngineering,Communication,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,stackDecouplerMini,TR-2V Stack Decoupler,O.M.B. Demolition Enterprises,The TR-2V Stack Decoupler is a miniature detachment utility for small rockets and space probes.,precisionEngineering,none,Tiny,0.625,bulkheadProfiles,TRUE,category=none
SquadExpansion,DeployedWeatherStn,PD-3 Weather Analyzer,FLOOYD Dynamics Research Labs,"This multi-function experiment gathers data on wind, pressure, temperature, and humidity to generate a picture of the planets climate model over time. \n\nNote: Please allow trained Scientists to deploy for best results. <color=orange>Needs a deployed power unit & central station to operate.</color>",precisionEngineering,Cargo,,,,FALSE,
ReStockPlus,restock-engine-panda-1,RK-1 'Trash Panda' Vernier Engine,Reaction Systems Ltd,This small engine has a very large single axis gimbal mechanism which allows excellent control at all flight regimes.,precisionPropulsion,Engine,Radial,,attachRules/bulkheadProfiles,FALSE,
ReStockPlus,restock-fuel-tank-0625-1,Oscar-E Liquid Fuel Tank,Probodobodyne Inc,Capping off the Oscars is this large fuel tank. Gold statue not included.,precisionPropulsion,FuelTank,Radial,,attachRules/bulkheadProfiles,FALSE,
ReStockPlus,restock-fuel-tank-0625-2,Oscar-D Liquid Fuel Tank,Probodobodyne Inc,A medium size Oscar series tank. Useful for landers or small satellite lifters.,precisionPropulsion,FuelTank,Radial,,attachRules/bulkheadProfiles,FALSE,
ReStockPlus,restock-fuel-tank-probe-1,PRBE-9 Liquid Fuel Tank,Probodobodyne Inc,A set of four capsule-shaped tanks holding fuel for your tiny probe needs.,precisionPropulsion,FuelTank,Radial,,attachRules/bulkheadProfiles,FALSE,
ReStockPlus,restock-fuel-tank-probe-2,PRBE-4 Liquid Fuel Tank,Probodobodyne Inc,A short collection of four spherical tanks that works well as a tiny probe propellant tank.,precisionPropulsion,FuelTank,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,smallRadialEngine,"24-77 ""Twitch"" Liquid Fuel Engine",Rockomax Conglomerate,"Tiny engine! But very useful, good for craft where larger radial engines won't fit, or when you want more control in combination with large lifter engines.",precisionPropulsion,none,Radial,,attachRules/bulkheadProfiles,TRUE,category=none
Squad,smallRadialEngine_v2,"24-77 ""Twitch"" Liquid Fuel Engine",Rockomax Conglomerate,"Tiny engine! But very useful, good for craft where larger radial engines won't fit, or when you want more control in combination with large lifter engines.",precisionPropulsion,Engine,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,radialEngineMini_v2,"LV-1R ""Spider"" Liquid Fuel Engine",Jebediah Kerman's Junkyard and Spacecraft Parts Co,"Adapted to appease engineers who were outraged at the lack of control rocket engines usually provide, the radial mounted LV-1R offers an appealing solution: ""Just add more"".  Point away from face.",precisionPropulsion,Engine,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,omsEngine,"O-10 ""Puff"" MonoPropellant Fuel Engine",Reaction Systems Ltd,"When The O-10 Engine was first unveiled, it was regarded as one of those ideas that someone should have thought of a long time ago. This made most employees at Reaction Systems Ltd feel quite awkward, as they were particularly proud of having delivered this project on schedule for once. This Engine responds to main throttle controls, but it consumes MonoPropellant instead of a Fuel+Oxidizer mix.",precisionPropulsion,Engine,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,sepMotor1,Sepratron I,Periapsis Rocket Supplies Co,"A small canister filled with what appears to be solid rocket fuel. Although not much of a step forward in terms of raw power, Kerbal Scientists have slowly warmed up to the Sepratron I's many uses, such as pushing things away. For best results, angle before use.",precisionPropulsion,Engine,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,Shrimp,"F3S0 ""Shrimp"" Solid Fuel Booster",Kerbodyne,"Kerbodyne was asked to deliver a small, high efficiency solid fuel booster and that's just what they did. While it may just look like someone welded a rocket nozzle onto a scuba tank, some serious technology went into making this motor.",precisionPropulsion,Engine,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,externalTankRound,R-4 'Dumpling' External Tank,Probodobodyne Inc,"Often, and mistakenly used for playing ball games.",precisionPropulsion,Propulsion,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,externalTankToroid,R-12 'Doughnut' External Tank,Probodobodyne Inc,An unconventionally shaped (but undoubtedly handy) fuel tank.,precisionPropulsion,FuelTank,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,radialEngineMini,"LV-1R ""Spider"" Liquid Fuel Engine",Jebediah Kerman's Junkyard and Spacecraft Parts Co,"Adapted to appease engineers who were outraged at the lack of control rocket engines usually provide, the radial mounted LV-1R offers an appealing solution: ""Just add more"".  Point away from face.",precisionPropulsion,none,Radial,,attachRules/bulkheadProfiles,TRUE,category=none
Squad,omsEngine,"O-10 ""Puff"" MonoPropellant Fuel Engine",Reaction Systems Ltd,"When The O-10 Engine was first unveiled, it was regarded as one of those ideas that someone should have thought of a long time ago. This made most employees at Reaction Systems Ltd feel quite awkward, as they were particularly proud of having delivered this project on schedule for once. This Engine responds to main throttle controls, but it consumes MonoPropellant instead of a Fuel+Oxidizer mix.",precisionPropulsion,Engine,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,externalTankRound,R-4 'Dumpling' External Tank,Probodobodyne Inc,"Often, and mistakenly used for playing ball games.",precisionPropulsion,Propulsion,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,externalTankToroid,R-12 'Doughnut' External Tank,Probodobodyne Inc,An unconventionally shaped (but undoubtedly handy) fuel tank.,precisionPropulsion,FuelTank,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,toroidalFuelTank,ROUND-8 Toroidal Fuel Tank,Probodobodyne Inc,An unconventionally shaped (but undoubtedly handy) fuel tank.,precisionPropulsion,none,Small,1.25,bulkheadProfiles,TRUE,category=none
SquadExpansion,LiquidEngineRV-1,"RV-1 ""Cub"" Vernier Engine",Reaction Systems Ltd,"Mew! These little vernier engines have a huge deflection, but can only gimbal in one dimension.",precisionPropulsion,Engine,Radial,,attachRules/bulkheadProfiles,FALSE,
ReStockPlus,restock-engine-torch,Mk-1H 'Torch' Liquid Fuel Engine,Rockomax Conglomerate,"When your booster is small and needs a real kick, the Torch's ability to produce high temperature gases as a prodigious rate will do you well.",propulsionSystems,Engine,Radial,,attachRules/bulkheadProfiles,FALSE,
ReStockPlus,restock-fueltank-sphere-0625-1,Oscar-O Hemispherical Liquid Fuel Tank,Probodobodyne Inc,A tiny half-sphere of gas to get you halfway to where you need to go.,propulsionSystems,FuelTank,Radial,,attachRules/bulkheadProfiles,FALSE,
ReStockPlus,restock-fuel-tank-0625-3,Oscar-C Liquid Fuel Tank,Probodobodyne Inc,A doubled Oscar B with alphabetically incremented suffix.,propulsionSystems,FuelTank,Radial,,attachRules/bulkheadProfiles,FALSE,
ReStockPlus,restock-fuel-tank-0625-5,Oscar-A Liquid Fuel Tank,Probodobodyne Inc,"A prequel to the Oscar B, this tank holds a fairly small amount of fuel.",propulsionSystems,FuelTank,Radial,,attachRules/bulkheadProfiles,FALSE,
ReStockPlus,restock-fuel-tank-rcs-radial-tiny-1,Stratus-V Miniature Monopropellant Tank,Stratus Corporation,"A teensy, tiny RCS fuel tank for microscale satellites and decorating larger ships.",propulsionSystems,FuelTank,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,liquidEngineMini_v2,"48-7S ""Spark"" Liquid Fuel Engine",Rockomax Conglomerate,"The 48-7S may be small, but it packs quite a punch for its size. This little engine is a testament to how larger does not always mean more advanced, at least according to Rockomax's marketing department. The box it comes in is pretty cool, in any case.",propulsionSystems,Engine,Tiny,0.625,bulkheadProfiles,FALSE,
Squad,microEngine_v2,"LV-1 ""Ant"" Liquid Fuel Engine",Jebediah Kerman's Junkyard and Spacecraft Parts Co,"What is this, an engine for ants?",propulsionSystems,Engine,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,Mite,"FM1 ""Mite"" Solid Fuel Booster",Kerbodyne,"Solid fuel boosters come in a range of sizes and this one is distinctly on the low end of the scale. The Mite is still useful for many space programs that want a tiny kick motor to plant their probes firmly on the right trajectory, or just a bit more oomph to get their craft off the ground.",propulsionSystems,Engine,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,externalTankCapsule,R-11 'Baguette' External Tank,C7 Aerospace Division,As convenient as it is fashionable. This part actually won a modern-art design prize.,propulsionSystems,Propulsion,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,miniFuelTank,Oscar-B Fuel Tank,Probodobodyne Inc,"The Oscar-B Fuel Tank from Probodobodyne is a compact fuel container for small space probes, or a backup tank for other small spacecraft. Do not wash in cold water, or feed after midnight.",propulsionSystems,FuelTank,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,liquidEngineMini,"48-7S ""Spark"" Liquid Fuel Engine",Rockomax Conglomerate,"The 48-7S may be small, but it packs quite a punch for its size. This little engine is a testament to how larger does not always mean more advanced, at least according to Rockomax's marketing department. The box it comes in is pretty cool, in any case.",propulsionSystems,none,Tiny,0.625,bulkheadProfiles,TRUE,category=none
Squad,microEngine,"LV-1 ""Ant"" Liquid Fuel Engine",Jebediah Kerman's Junkyard and Spacecraft Parts Co,"What is this, an engine for ants?",propulsionSystems,none,Radial,,attachRules/bulkheadProfiles,TRUE,category=none
Squad,externalTankCapsule,R-11 'Baguette' External Tank,C7 Aerospace Division,As convenient as it is fashionable. This part actually won a modern-art design prize.,propulsionSystems,Propulsion,Radial,,attachRules/bulkheadProfiles,FALSE,
SquadExpansion,monopropMiniSphere,Stratus-V Minified Monopropellant Tank,Stratus Corporation,I’d say “Small is beautiful”,propulsionSystems,Propulsion,Radial,,attachRules/bulkheadProfiles,FALSE,
SCANsat,scansat-resources-mise-1,SCAN-R2 Advanced Resource Mapper,SCAN: Scientific Committee on Advanced Navigation,A medium-tech resource imager that can evaluate useful resources from higher orbits. Uses a moderate amount of power and functions only in lit situations.,scienceTech,Science,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,InfraredTelescope,SENTINEL Infrared Telescope,Experimental Engineering Group,"The Sentinel Space Telescope uses infrared light to detect celestial bodies, such as asteroids, that may pose a risk to Kerbin.",scienceTech,Science,Small,1.25,bulkheadProfiles,FALSE,
Squad,SurfaceScanner,Surface Scanning Module,Experimental Engineering Group,"A small module that includes soil, atmospheric, and oceanic sampling tools.  When used while landed on a planet or moon, the sample data gathered can be used to increase the accuracy of orbital survey scanners.",scienceTech,Science,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,SurveyScanner,M700 Survey Scanner,Experimental Engineering Group,"This orbital survey scanner uses a combination of advanced sensor technology and witchcraft to provide information on a planet or moons natural resources.  These images can be viewed either in flight, or in relative safety and comfort back at the KSC.  Be sure to bring an antenna capable of transmitting the information back, and sufficient power.",scienceTech,Science,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,sensorAtmosphere,Atmospheric Fluid Spectro-Variometer,Probodobodyne Inc,"A device for performing accurate fluid spectro-variometry scans of the surrounding atmosphere. Despite some criticism claiming that fluid spectro-variometry isn't a real science, Kerbal scientists seem to all agree that the data it provides is definitely interesting. Warranty void if exposed to air.",scienceTech,Science,Radial,,attachRules/bulkheadProfiles,FALSE,
SquadExpansion,RobotArmScanner_S2,SPRT Medium Scanning Arm,Experimental Engineering Group,"The Experimental Engineering Group has triumphed in creating a larger version of their previous scanning arm, duplicating their heroic feat for a twice-in-a-lifetime scientific accomplishment.\n\nThe medium scanning arm incoporates a 3rd instrument for further data gathering, increasing the amount of data the arm can gather.",scienceTech,Science,Radial,,attachRules/bulkheadProfiles,FALSE,
StationPartsExpansionRedux,sspx-greenhouse-25-1,PPD-F412M Hydroponics Module,Kerbalmax Industries,"Long expeditions might supplement their life support supplies with orbitally-grown produce. After extensive experiments, it was found that the best, most compact, most nutritious plant that could be grown was of course Kale. Unfortunately for the Kerbalnauts, the vegetable's taste was found to be sub-par.",scienceTech,Science,Large,2.5,bulkheadProfiles,FALSE,
ReStockPlus,restock-wheel-1-T,Rovemax Model S2-T,Kerbal Motion LLC,"A modified rover wheel that is rotated 90Â°, ideal for tricycles or other unusually shaped vehicles.",spaceExploration,Ground,Radial,,attachRules/bulkheadProfiles,FALSE,
ReStockPlus,restock-ladder-static-2,Pegasus II Mobility Enhancer,,"A logical extension of the Pegasus I, the Pegasus II however does not extend but is twice as long, allowing for longer, more dramatic climbing sequences.",spaceExploration,Utility,Radial,,attachRules/bulkheadProfiles,FALSE,
ReStockPlus,restock-ladder-static-3,Pegasus III Mobility Enhancer,,A much needed enhancement to a mobility enhancement. It is very long.,spaceExploration,Utility,Radial,,attachRules/bulkheadProfiles,FALSE,
SCANsat,scansat-multi-abi-1,MS-R Enhanced Multispectral Scanner,SCAN: Scientific Committee on Advanced Navigation,"The enhanced multispectral scanner is a real jack of all trades, observing light reflected off a planet's surface and delivering low-detail colour images and biome maps. It can even detect surface resources. Improved optics and electronics allow effective operation at higher orbits compared to entry-level products, but only in a narrow swathe. Uses a small amount of power, and only operates in daylight.",spaceExploration,Science,Radial,,attachRules/bulkheadProfiles,FALSE,
Squad,smallCargoContainer,SEQ-3 Cargo Storage Unit,Experimental Engineering Group,This sturdy unit keeps the expensive and delicate equipment our astronauts need to bring with them safely stored. Rigorous engineering studies have shown it to be 20% more effective than 'a picnic cooler and some duct tape' at making sure these items arrive intact at their destination.,spaceExploration,Cargo,Radial,,attachRules/bulkheadProfiles,FALSE,
