mod_folder,name,title,manufacturer,description,TechRequired,AA_Tech,category,size_class,size_m,size_source,is_hidden,hidden_reason
Squad,externalTankRound,R-4 'Dumpling' External Tank,Probodobodyne Inc,"Often, and mistakenly used for playing ball games.",AA_T99_Parking,NYI,Propulsion,Radial,,attachRules/bulkheadProfiles,False,
Squad,externalTankToroid,R-12 'Doughnut' External Tank,Probodobodyne Inc,An unconventionally shaped (but undoubtedly handy) fuel tank.,AA_T99_Parking,NYI,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
Squad,toroidalFuelTank,ROUND-8 Toroidal Fuel Tank,Probodobodyne Inc,An unconventionally shaped (but undoubtedly handy) fuel tank.,AA_T99_Parking,NYI,none,Small,1.25,bulkheadProfiles,True,category=none
SquadExpansion,LiquidEngineRV-1,"RV-1 ""Cub"" Vernier Engine",Reaction Systems Ltd,"Mew! These little vernier engines have a huge deflection, but can only gimbal in one dimension.",AA_2_Soviet_Fellow_Traveler,AA_2_Soviet_Fellow_Traveler,Engine,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-engine-torch,Mk-1H 'Torch' Liquid Fuel Engine,Rockomax Conglomerate,"When your booster is small and needs a real kick, the Torch's ability to produce high temperature gases as a prodigious rate will do you well.",AA_2_Rocket_Sounding_Rockets,AA_2_Rocket_Sounding_Rockets,Engine,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-fueltank-sphere-0625-1,Oscar-O Hemispherical Liquid Fuel Tank,Probodobodyne Inc,A tiny half-sphere of gas to get you halfway to where you need to go.,AA_2_Rocket_Sounding_Rockets,AA_2_Rocket_Sounding_Rockets,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-fuel-tank-0625-3,Oscar-C Liquid Fuel Tank,Probodobodyne Inc,A doubled Oscar B with alphabetically incremented suffix.,AA_2_Rocket_Sounding_Rockets,AA_2_Rocket_Sounding_Rockets,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-fuel-tank-0625-5,Oscar-A Liquid Fuel Tank,Probodobodyne Inc,"A prequel to the Oscar B, this tank holds a fairly small amount of fuel.",AA_2_Rocket_Sounding_Rockets,AA_2_Rocket_Sounding_Rockets,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-fuel-tank-rcs-radial-tiny-1,Stratus-V Miniature Monopropellant Tank,Stratus Corporation,"A teensy, tiny RCS fuel tank for microscale satellites and decorating larger ships.",AA_T99_Parking,NYI,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
Squad,liquidEngineMini_v2,"48-7S ""Spark"" Liquid Fuel Engine",Rockomax Conglomerate,"The 48-7S may be small, but it packs quite a punch for its size. This little engine is a testament to how larger does not always mean more advanced, at least according to Rockomax's marketing department. The box it comes in is pretty cool, in any case.",AA_2_Rocket_Sounding_Rockets,AA_2_Rocket_Sounding_Rockets,Engine,Tiny,0.625,bulkheadProfiles,False,
Squad,microEngine_v2,"LV-1 ""Ant"" Liquid Fuel Engine",Jebediah Kerman's Junkyard and Spacecraft Parts Co,"What is this, an engine for ants?",AA_5_Rocket_Advanced_Rocketry,AA_5_Rocket_Advanced_Rocketry,Engine,Radial,,attachRules/bulkheadProfiles,False,
Squad,Mite,"FM1 ""Mite"" Solid Fuel Booster",Kerbodyne,"Solid fuel boosters come in a range of sizes and this one is distinctly on the low end of the scale. The Mite is still useful for many space programs that want a tiny kick motor to plant their probes firmly on the right trajectory, or just a bit more oomph to get their craft off the ground.",AA_2_Rocket_Sounding_Rockets,AA_2_Rocket_Sounding_Rockets,Engine,Radial,,attachRules/bulkheadProfiles,False,
Squad,externalTankCapsule,R-11 'Baguette' External Tank,C7 Aerospace Division,As convenient as it is fashionable. This part actually won a modern-art design prize.,AA_T99_Parking,NYI,Propulsion,Radial,,attachRules/bulkheadProfiles,False,
Squad,miniFuelTank,Oscar-B Fuel Tank,Probodobodyne Inc,"The Oscar-B Fuel Tank from Probodobodyne is a compact fuel container for small space probes, or a backup tank for other small spacecraft. Do not wash in cold water, or feed after midnight.",AA_2_Rocket_Sounding_Rockets,AA_2_Rocket_Sounding_Rockets,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
Squad,liquidEngineMini,"48-7S ""Spark"" Liquid Fuel Engine",Rockomax Conglomerate,"The 48-7S may be small, but it packs quite a punch for its size. This little engine is a testament to how larger does not always mean more advanced, at least according to Rockomax's marketing department. The box it comes in is pretty cool, in any case.",AA_T99_Parking,NYI,none,Tiny,0.625,bulkheadProfiles,True,category=none
Squad,microEngine,"LV-1 ""Ant"" Liquid Fuel Engine",Jebediah Kerman's Junkyard and Spacecraft Parts Co,"What is this, an engine for ants?",AA_T99_Parking,NYI,none,Radial,,attachRules/bulkheadProfiles,True,category=none
Squad,externalTankCapsule,R-11 'Baguette' External Tank,C7 Aerospace Division,As convenient as it is fashionable. This part actually won a modern-art design prize.,AA_T99_Parking,NYI,Propulsion,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,monopropMiniSphere,Stratus-V Minified Monopropellant Tank,Stratus Corporation,Iâ€™d say â€œSmall is beautifulâ€,AA_1_Electrical_Basic_Electronics,AA_1_Electrical_Basic_Electronics,Propulsion,Radial,,attachRules/bulkheadProfiles,False,
SCANsat,scansat-resources-mise-1,SCAN-R2 Advanced Resource Mapper,SCAN: Scientific Committee on Advanced Navigation,A medium-tech resource imager that can evaluate useful resources from higher orbits. Uses a moderate amount of power and functions only in lit situations.,AA_5_Science_AdvancedSurvey,AA_5_Science_AdvancedSurvey,Science,Radial,,attachRules/bulkheadProfiles,False,
Squad,InfraredTelescope,SENTINEL Infrared Telescope,Experimental Engineering Group,"The Sentinel Space Telescope uses infrared light to detect celestial bodies, such as asteroids, that may pose a risk to Kerbin.",AA_8_Science_HighEndScience,AA_8_Science_HighEndScience,Science,Small,1.25,bulkheadProfiles,False,
Squad,SurfaceScanner,Surface Scanning Module,Experimental Engineering Group,"A small module that includes soil, atmospheric, and oceanic sampling tools.  When used while landed on a planet or moon, the sample data gathered can be used to increase the accuracy of orbital survey scanners.",AA_3_Rover_FieldOps,AA_3_Rover_FieldOps,Science,Radial,,attachRules/bulkheadProfiles,False,
Squad,SurveyScanner,M700 Survey Scanner,Experimental Engineering Group,"This orbital survey scanner uses a combination of advanced sensor technology and witchcraft to provide information on a planet or moons natural resources.  These images can be viewed either in flight, or in relative safety and comfort back at the KSC.  Be sure to bring an antenna capable of transmitting the information back, and sufficient power.",AA_T99_Parking,NYI,Science,Radial,,attachRules/bulkheadProfiles,False,
Squad,sensorAtmosphere,Atmospheric Fluid Spectro-Variometer,Probodobodyne Inc,"A device for performing accurate fluid spectro-variometry scans of the surrounding atmosphere. Despite some criticism claiming that fluid spectro-variometry isn't a real science, Kerbal scientists seem to all agree that the data it provides is definitely interesting. Warranty void if exposed to air.",AA_4_Science_OrbitalSurvey,AA_4_Science_OrbitalSurvey,Science,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,RobotArmScanner_S2,SPRT Medium Scanning Arm,Experimental Engineering Group,"The Experimental Engineering Group has triumphed in creating a larger version of their previous scanning arm, duplicating their heroic feat for a twice-in-a-lifetime scientific accomplishment.\n\nThe medium scanning arm incoporates a 3rd instrument for further data gathering, increasing the amount of data the arm can gather.",AA_5_Rover_MidSystems,AA_5_Rover_MidSystems,Science,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-greenhouse-25-1,PPD-F412M Hydroponics Module,Kerbalmax Industries,"Long expeditions might supplement their life support supplies with orbitally-grown produce. After extensive experiments, it was found that the best, most compact, most nutritious plant that could be grown was of course Kale. Unfortunately for the Kerbalnauts, the vegetable's taste was found to be sub-par.",AA_T99_Parking,NYI,Science,Large,2.5,bulkheadProfiles,False,
ReStockPlus,restock-wheel-1-T,Rovemax Model S2-T,Kerbal Motion LLC,"A modified rover wheel that is rotated 90Ã‚Â°, ideal for tricycles or other unusually shaped vehicles.",AA_2_Rover_Rover_Systems,AA_2_Rover_Rover_Systems,Ground,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-ladder-static-2,Pegasus II Mobility Enhancer,,"A logical extension of the Pegasus I, the Pegasus II however does not extend but is twice as long, allowing for longer, more dramatic climbing sequences.",AA_T99_Parking,NYI,Utility,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-ladder-static-3,Pegasus III Mobility Enhancer,,A much needed enhancement to a mobility enhancement. It is very long.,AA_T99_Parking,NYI,Utility,Radial,,attachRules/bulkheadProfiles,False,
SCANsat,scansat-multi-abi-1,MS-R Enhanced Multispectral Scanner,SCAN: Scientific Committee on Advanced Navigation,"The enhanced multispectral scanner is a real jack of all trades, observing light reflected off a planet's surface and delivering low-detail colour images and biome maps. It can even detect surface resources. Improved optics and electronics allow effective operation at higher orbits compared to entry-level products, but only in a narrow swathe. Uses a small amount of power, and only operates in daylight.",AA_5_Science_AdvancedSurvey,AA_5_Science_AdvancedSurvey,Science,Radial,,attachRules/bulkheadProfiles,False,
Squad,smallCargoContainer,SEQ-3 Cargo Storage Unit,Experimental Engineering Group,This sturdy unit keeps the expensive and delicate equipment our astronauts need to bring with them safely stored. Rigorous engineering studies have shown it to be 20% more effective than 'a picnic cooler and some duct tape' at making sure these items arrive intact at their destination.,AA_2_Rover_Rover_Systems,AA_2_Rover_Rover_Systems,Cargo,Radial,,attachRules/bulkheadProfiles,False,
Squad,evaRepairKit,EVA Repair Kit,Kerbal Motion LLC,"This repair kit has tape, tools, widgets and other knickknacks to allow intrepid kerbals to effect repairs on broken parts that may have suffered unplanned disassembly.\n\nNote: Repair kits are used up when effecting repairs, and more than one repair kit may be required for especially large parts.",AA_2_Rover_Rover_Systems,AA_2_Rover_Rover_Systems,Cargo,,,,False,
Squad,ConformalStorageUnit,SEQ-3C Conformal Storage Unit,Experimental Engineering Group,"A small storage container, built with conformal aerodynamics in mind to allow its use on both aircraft and spacecraft. Perfect for small cargo needs, or a secret snack supply.",AA_2_Aircraft_Design,AA_2_Aircraft_Design,Cargo,Radial,,attachRules/bulkheadProfiles,False,
Squad,crewCabin,PPD-10 Hitchhiker Storage Container,Jebediah Kerman's Junkyard and Spacecraft Parts Co,"The HSC was an invention of necessity - how do we store 4 Kerbals on-orbit without any real provisions for return? Who needed this remains a mystery, as do his motivations.",AA_T99_Parking,NYI,Utility,Large,2.5,bulkheadProfiles,False,
Squad,ladder1,Pegasus I Mobility Enhancer,Rokea Inc,"The Pegasus I Mobility Enhancer, known in some circles as a ""ladder"", is a state-of-the-art vertical mobility device, allowing your intrepid crew to scamper around the exterior of your ship like highly caffeinated rodents.",AA_T99_Parking,NYI,Utility,Radial,,attachRules/bulkheadProfiles,False,
Squad,groundLight1,Work Lamp (Small),Jebediah Kerman's Junkyard and Spacecraft Parts Co,Deploying sensitive science equipment or effecting repairs during a long Munar night can lead to damage of sensitive and expensive equipment.\n\nUse this heavy duty part to shed some light on the problem!,AA_3_Rover_FieldOps,AA_3_Rover_FieldOps,Cargo,,,,False,
Squad,groundLight2,Work Lamp (Stand),Jebediah Kerman's Junkyard and Spacecraft Parts Co,"When you're setting up your off-world base, make sure you've scouted it properly with this deployable light stand.",AA_3_Rover_FieldOps,AA_3_Rover_FieldOps,Cargo,,,,False,
Squad,roverWheel2,RoveMax Model S2,Kerbal Motion LLC,"Seeing an untapped market for a smaller design of rover wheel, Kerbal Motion quickly pounced upon this opportunity with the Model 2 - designed for robotic vehicles or smaller crewed vehicles.",AA_2_Rover_Rover_Systems,AA_2_Rover_Rover_Systems,Ground,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,DeployedCentralStation,Probodobodyne Experiment Control Station,Probodobodyne Inc,"The Probodobodyne Experiment Control Station coordinates and controls both power and data from nearby deployed parts, and coordinates sending it back to Kerbin.\n\nBe sure to use one, if you want to generate any useful data.\n\nCan be left to gather data over long periods of time, as the loneliness circuits were disabled during testing. <color=orange>Needs a deployed power unit to operate.</color>",AA_3_Science_FieldScience,AA_3_Science_FieldScience,Cargo,,,,False,
StationPartsExpansionRedux,sspx-airlock-125-1,SCATTER-1 Service Airlock,Kerbalmax Industries,"After several incidents where unsuspecting Kerbalnauts unwittingly vented entire Hitchhiker pods to vacuum, engineers at Kerbalmax devised the Self-Contained Air Transport Tube for Excursion Rehearsal, which solves the problem by putting a second door between crew and space. It has seen limited uptake.",AA_T99_Parking,NYI,Utility,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-habitation-125-1,PAS-5 'Sunrise' Habitation Module,Kerbalmax Industries,"This tiny habitation module has enough living space for a pair of Kerbals. It's not much, but it helps!",AA_T99_Parking,NYI,Utility,Small,1.25,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-utility-125-1,PAS-6 'Star' Utility Module,Kerbalmax Industries,This crewed utility module has enough space for the station engineer to poke his head in every once in a while and hope things aren't going *too* wrong. Stores a goodly amount of electricity and RCS fuel to help stations get through those lean times.,AA_T99_Parking,NYI,Utility,Small,1.25,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-habitation-1875-1,PMA-5 'Dawn' Habitation Module,Kerbalmax Industries,"This large habitation module is a great addition to any station that needs to store kerbals for various uses. Contains airlock, eating and habitation facilities. Oh, and some weird mould.",AA_6_Soviet_Salyut_Mir,AA_6_Soviet_Salyut_Mir,Utility,Medium,1.875,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-habitation-1875-2,PMA-5B 'Evening' Habitation Module,Kerbalmax Industries,The squat nature of this module means that it cannot incorporate an airlock but it is still a comfy home for many kerbals.,AA_6_Soviet_Salyut_Mir,AA_6_Soviet_Salyut_Mir,Utility,Medium,1.875,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-science-1875-1,PMA-4 'Nature' Science Lab,Kerbalmax Industries,"Studying things on orbit can lead to exciting discoveries, like what that mould exactly is and where it came from.",AA_6_Soviet_Salyut_Mir,AA_6_Soviet_Salyut_Mir,Science,Medium,1.875,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-utility-1875-1,PMA-3 'Spectra' Utility Module,Kerbalmax Industries,The Spectra is a useful service module for medium stations. It boasts some fuel and electrical storage as well as space for a couple crewmembers to stoke the boilers.,AA_6_Soviet_Salyut_Mir,AA_6_Soviet_Salyut_Mir,Utility,Medium,1.875,bulkheadProfiles,False,
ReStockPlus,restock-engineplate-25-1,EP-25 Engine Plate,Rokea Inc,"A large plate for holding one or more engines, with included decoupler for anything attached below it.",AA_5_Rocket_Advanced_Rocketry,AA_5_Rocket_Advanced_Rocketry,Coupling,Large,2.5,bulkheadProfiles,False,
ReStockPlus,restock-node-1875-1,BZ-78 Radial Attachment Point,Maxo Construction Toys,"Development of a 1.875m docking port never received adequate funding, so management decided to cut their losses and release it unfinished as an attachment point.",AA_T99_Parking,NYI,Structural,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-structural-tube-25-1,TB-25 Structural Tube,Rokea Inc,A large tube for those that wish to store things. Available in many lengths and even finishes!,AA_T99_Parking,NYI,Structural,Large,2.5,bulkheadProfiles,False,
ReStockPlus,restock-node-625-1,BZ-26 Radial Attachment Point Jr.,Maxo Construction Toys,"After the surprise success of the BZ-52, the Maxo Construction Toys engineering team came out of hiding to reveal the new pocket model.",AA_T99_Parking,NYI,Structural,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-truss-adapter-0625-1,Modular Girder Small Adapter,,"Generally, marketing anticipates that by providing a means for small stacks to attach cleanly to standard Modular Girders, demand for the latter will skyrocket.",AA_2_Structural_Engineering,AA_2_Structural_Engineering,Structural,Tiny,0.625,bulkheadProfiles,False,
Squad,pointyNoseConeB,Advanced Nose Cone - Type B,Goliath National Products,Useful for boosters - the slanted shape is good for leading pressure away from the core stages.,AA_T99_Parking,NYI,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,fairingSize2,AE-FF2 Airstream Protective Shell (2.5m),FLOOYD Dynamics Research Labs,"While the Kerbals at Mission Control were still figuring out how to get their rockets back down to Kerbin safely, the research engineers at FLOOYD were quickly realising that protecting parts on ascent was just as important. Heavy research into two-dimensional-input driven procedural construction was then funded with the hopes of making protective shells for important payloads and interstage areas of the crafts. The protective shells also have the benefit of making the craft more aerodynamic, hopefully saving on precious rocket fuel!",AA_6_NASA_Apollo,AA_6_NASA_Apollo,Payload,Large,2.5,bulkheadProfiles,False,
Squad,groundAnchor,Stamp-O-Tron Ground Anchor,C7 Aerospace Division,"Occasionally, even the most seasoned of rocket jockey wants to be safely back on the ground, and what better way to securely show your affection for gravity than by clamping yourself to it?\n\nThe Stamp-O-Tron ground anchor provides a secure point to which you can attach other parts with EVA construction, including docking ports if you'd like to park a larger vessel safely.\n\nExpect stocks in C7 Aerospace Division to jump if negative gravity is ever a real thing.",AA_T99_Parking,NYI,Cargo,Radial,,attachRules/bulkheadProfiles,False,
Squad,Separator_2,TS-25 Stack Separator,O.M.B. Demolition Enterprises,"The TS-25 is designed for slicing the largest of rockets in twain. Unlike Decouplers, Separators will eject anything connected to themselves. This is good, as it removes the need to worry about which side needs to be pointed away from face. Try to not look at it too much though.",AA_5_Recovery_Large_Separation_Systems,AA_5_Recovery_Large_Separation_Systems,Coupling,Large,2.5,bulkheadProfiles,False,
Squad,trussAdapter,Modular Girder Adapter,Maxo Construction Toys,This piece allows you to attach Modular Girder parts to standard 1.25m attachment points.,AA_2_Structural_Engineering,AA_2_Structural_Engineering,Structural,Small,1.25,bulkheadProfiles,False,
Squad,dockingPort2,Clamp-O-Tron Docking Port,,"Invented after a peaceful protest against the lack of spacecraft attachment systems turned violent, the Clamp-O-Tron Docking Port allows for the firm attachment of two separate vessels. After docking, vessels can be just as easily undocked.",AA_4_NASA_Docking,AA_4_NASA_Docking,Coupling,Radial,,attachRules/bulkheadProfiles,False,
Squad,flagPartSize2,RFP-2 Flag (2.5m),Rokea Inc,"A large flag that can be applied to size 2 tanks and other parts with the same curvature to show pride in your mission. Or use a different mission flag, if you really want to go that way.",AA_T99_Parking,NYI,Utility,Radial,,attachRules/bulkheadProfiles,False,
Squad,stackPoint1,BZ-52 Radial Attachment Point,Found behind the Clamp-O-Tron factory,"Originally a defective Clamp-O-Tron docking port, engineers soon discovered it had great potential as a structural element.",AA_T99_Parking,NYI,Structural,Radial,,attachRules/bulkheadProfiles,False,
Squad,stackBiCoupler_v2,TVR-200 Stack Bi-Coupler,O.M.B. Demolition Enterprises,The TVR-200 Stack Bi-Coupler is a simple method for splitting one rocket into two - WITHOUT the disastrous consequences of doing it the normal (explosive) way.,AA_T99_Parking,NYI,Structural,Small,1.25,bulkheadProfiles,False,
Squad,pointyNoseConeB,Advanced Nose Cone - Type B,Goliath National Products,Useful for boosters - the slanted shape is good for leading pressure away from the core stages.,AA_T99_Parking,NYI,Aero,Radial,,attachRules/bulkheadProfiles,False,
Squad,stackSeparator,TR-18D Stack Separator,O.M.B. Demolition Enterprises,"Unlike Decouplers, Separators jettison everything attached to them. This new technology was very well received by rocket engineers everywhere. Not bad for something that started out as a failure for a controlled explosive bolt prototype.",AA_T99_Parking,NYI,none,Small,1.25,bulkheadProfiles,True,category=none
Squad,dockingPort2,Clamp-O-Tron Docking Port,,"Invented after a peaceful protest against the lack of spacecraft attachment systems turned violent, the Clamp-O-Tron Docking Port allows for the firm attachment of two separate vessels. After docking, vessels can be just as easily undocked.",AA_4_NASA_Docking,AA_4_NASA_Docking,Coupling,Radial,,attachRules/bulkheadProfiles,False,
Squad,stackBiCoupler,TVR-200 Stack Bi-Coupler,O.M.B. Demolition Enterprises,The TVR-200 Stack Bi-Coupler is a simple method for splitting one rocket into two - WITHOUT the disastrous consequences of doing it the normal (explosive) way.,AA_T99_Parking,NYI,none,Small,1.25,bulkheadProfiles,True,category=none
SquadExpansion,EnginePlate2,EP-25 Engine Plate,Rokea Inc,Inspired by an upside down birthday cake. Now with added shrouds for windy days. This engine plate provides the best value for funds.,AA_T99_Parking,NYI,Coupling,Large,2.5,bulkheadProfiles,False,
SquadExpansion,Tube2,T-25 Structural Tube,Rokea Inc,What is a fuel tank without the internal tank? Just a shell.,AA_T99_Parking,NYI,Structural,Large,2.5,bulkheadProfiles,False,
SquadExpansion,lGripPad,GP-156 Grip Pad,Dinkelstein Kerman's Construction Emporium,A large size non-slip pad so that you don't slip off the back of your mech-bot as you stomp across KSC in search of science! Comes in two form factors and three grip levels.,AA_T99_Parking,NYI,Structural,Radial,,attachRules/bulkheadProfiles,False,
SquadExpansion,lGripStrip,GPS-156 Grip Strip,Dinkelstein Kerman's Construction Emporium,"A large non-slip strip, giving unparalleled traction for all your non-slip needs.",AA_T99_Parking,NYI,Structural,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-cargo-125-1,PAS-C Storage Module,Kerbalmax Industries,"On-orbit storage outside a station has some uses, like keeping ice cream nice and cool. This module obliges, with sliding doors and a generous stowage area.",AA_T99_Parking,NYI,Payload,Small,1.25,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-docking-125-1,Telescopic Clamp-O-Tron Docking Module,Kerbalmax Industries,This docking connector has an integrated geared housing that allows it to extend outwards. Fully compatible with Clamp-O-Tron standard docking ports.,AA_4_NASA_Docking,AA_4_NASA_Docking,Coupling,Small,1.25,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-adapter-125-25-1,PPD-PAS Flat Adapter,Kerbalmax Industries,"A useful decorative module, this adapter is perfect for hiding that ugly gold insulation foil. Who needs that foil, eh?",AA_T99_Parking,NYI,Structural,Large,2.5,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-adapter-125-25-2,PPD-PAS Adapter,Kerbalmax Industries,The increased profit gained by allowing PAS-series parts to connect to PPD-series series parts has not gone unnoticed by Kerbomax shareholders. Nobody is very sure what the windows are for.,AA_T99_Parking,NYI,Structural,Large,2.5,bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-attach-25-1,PPD-AR Pressurized Radial Attachment Module,Kerbalmax Industries,"For when you need to connect a really large tube to another really large tube. Oh, and air is a requirement.",AA_T99_Parking,NYI,Structural,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-tube-25-1,PPD-A1 Pressurized Crew Tube,Kerbalmax Industries,"The PPD-A series of crew tubes lack any kind of fixtures, but they're pretty large. The A1 model has exactly two windows and is much larger. In a pinch, we could use the framework on the side for EVA rails!",AA_T99_Parking,NYI,Structural,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-tube-25-2,PPD-A2 Pressurized Crew Tube,Kerbalmax Industries,"The PPD-A series of crew tubes lack any kind of fixtures, but they're beautifully large. The A2 model has exactly one window. In a pinch, we could use the framework on the side for EVA rails!",AA_T99_Parking,NYI,Structural,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-tube-25-3,PPD-A3 Pressurized Crew Tube,Kerbalmax Industries,"The PPD-A series of crew tubes lack any kind of fixtures, but they're beautifully large. Not this one though - it's wide but not long. In a pinch, we could still use the framework on the side for EVA rails!",AA_T99_Parking,NYI,Structural,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-reactionwheel-1875-1,Medium Reaction Wheel Assembly,STEADLER Engineering Corps,We purchased several of these gyroscope modules to ensure we could accurately control our medium sized rockets in all phases of flight.,AA_T99_Parking,NYI,Control,Medium,1.875,bulkheadProfiles,False,
Squad,avionicsNoseCone,CH-J3 Fly-By-Wire Avionics Hub,C7 Aerospace Division,"Have you ever wanted to impress your peers by showing off your elite flying skills, but lacked the skills to become a trained pilot? C7 Aerospace's Fly-By-Wire Avionics Hub is the solution! This module allows even the most minimally trained crew to fly like an Ace! WARNING: This module cannot operate autonomously. Warranty void if attempting to do so. WARNING: Module contains no internal gyroscopes or control systems (control actuators sold separately). WARNING: Warranty void without proper use of C7 Aerospace Brand Sickness Bags (sold separately, currently out of stock).",AA_T99_Parking,NYI,Control,Tiny,0.625,bulkheadProfiles,False,
Squad,asasmodule1-2,"Advanced Reaction Wheel Module, Large",STEADLER Engineering Corps,"After many years of research, STEADLER Corps rocket engineers discovered that large flywheels were necessary to keep large ships under control. The ""Advanced Reaction Wheel Module, Large"" addresses that issue by its use of patented Large Flywheelsâ„¢ to provide ""More Torque"" (patent pending). STEADLER promptly dismissed all criticism concerning the necessity of so much research work, stating that 'it only sounds so simple now that we've figured it out'. Critics remain skeptical, but none can disagree that this module does indeed pack a lot more punch than previous models. It also needs a lot more power, but STEADLER is currently carrying out intense research work on why that is.",AA_T99_Parking,NYI,Control,Large,2.5,bulkheadProfiles,False,
Squad,rcsTankRadialLong,Stratus-V Cylindrified Monopropellant Tank,Stratus Corporation,"After years of research and development, the Stratus corporation has developed a revolutionary upgrade to their Stratus-V fuel tank line. Cylinders. This tank holds a moderate supply of monopropellant for RCS thrusters.",AA_T99_Parking,NYI,FuelTank,Radial,,attachRules/bulkheadProfiles,False,
Squad,vernierEngine,Vernor Engine,Reaction Systems Ltd,"The VR-N1ER Veer-Governor, or ""Vernor"" Engine is an attitude control thruster. These motors are linked to RCS controls, but are powered by a Fuel+Oxidizer mix, making them significantly more powerful than MonoPropellant-powered RCS thrusters. They are fairly more bulky in comparison though, and feature only one nozzle facing outwards, although most agree that is an acceptable trade-off for the additional punch they pack.",AA_5_Rocket_Advanced_Rocketry,AA_5_Rocket_Advanced_Rocketry,Control,Radial,,attachRules/bulkheadProfiles,False,
Squad,vernierEngine,Vernor Engine,Reaction Systems Ltd,"The VR-N1ER Veer-Governor, or ""Vernor"" Engine is an attitude control thruster. These motors are linked to RCS controls, but are powered by a Fuel+Oxidizer mix, making them significantly more powerful than MonoPropellant-powered RCS thrusters. They are fairly more bulky in comparison though, and feature only one nozzle facing outwards, although most agree that is an acceptable trade-off for the additional punch they pack.",AA_5_Rocket_Advanced_Rocketry,AA_5_Rocket_Advanced_Rocketry,Control,Radial,,attachRules/bulkheadProfiles,False,
StationPartsExpansionRedux,sspx-core-25-1,PPD-8 'Wharf' Station Core,Jebediah Kerman's Junkyard and Spacecraft Parts Co,"The Wharf serves a singular purpose: allowing Kerbals to control their station. Well insulated and spaciously equipped, up to four Kerbals can work here with a full probe control facility and minor creature comforts.",AA_8_Station_International_Space_Station,AA_8_Station_International_Space_Station,Pods,Large,2.5,bulkheadProfiles,False,
ReStockPlus,restock-apu-radial-1,NH-24 Monopropellant APU,Zaltonic Electronics,"After playing with a children's pinwheel toy and asking themselves ""how could this become more awesome"", one engineer tried pointing a small rocket engine at it. The engineering team immediately got to work using it to generate electricity, and the Monopropellant APU was born",AA_1_Electrical_Basic_Electronics,AA_1_Electrical_Basic_Electronics,Electrical,Radial,,attachRules/bulkheadProfiles,False,
Squad,batteryBankLarge,Z-4K Rechargeable Battery Bank,Zaltonic Electronics,"New advances in surge control technology made The Z-4K, the largest battery pack ever put into production a reality. While Zaltonic admits intense electrical discharges can be really cool, shorting the Z-4K's contacts should probably be avoided.",AA_5_NASA_Gemini,AA_5_NASA_Gemini,Electrical,Large,2.5,bulkheadProfiles,False,
Squad,FuelCellArray,Fuel Cell Array,Zaltonic Electronics,"Why have just one fuel cell when you can have six?  The fuel cell array is ideal for situations where you need a large source of reliable power.  Like the smaller fuel cells, this array operates by converting fuel and oxidizer into energy.",AA_5_Electrical_Deployable_Power_Systems,AA_5_Electrical_Deployable_Power_Systems,Electrical,Radial,,attachRules/bulkheadProfiles,False,
ReStockPlus,restock-decoupler-radial-tiny-1,TT-14 Radial Decoupler,O.M.B. Demolition Enterprises,It's an extra small decoupler for very small separation events.,AA_4_Recovery_Separation_Systems,AA_4_Recovery_Separation_Systems,Coupling,Radial,,attachRules/bulkheadProfiles,False,
